image_id,class_id,class_name,class_folder,image_name,image_path,image_full_path,split,is_train,bbox_x,bbox_y,bbox_width,bbox_height
3028,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0070_36162.jpg,053.Western_Grebe/Western_Grebe_0070_36162.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0070_36162.jpg,train,1,65.0,97.0,311.0,155.0
3029,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0104_36164.jpg,053.Western_Grebe/Western_Grebe_0104_36164.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0104_36164.jpg,test,0,139.0,99.0,231.0,122.0
3030,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0045_36425.jpg,053.Western_Grebe/Western_Grebe_0045_36425.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0045_36425.jpg,train,1,10.0,45.0,450.0,166.0
3031,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0088_36428.jpg,053.Western_Grebe/Western_Grebe_0088_36428.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0088_36428.jpg,train,1,81.0,31.0,304.0,187.0
3032,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0081_36578.jpg,053.Western_Grebe/Western_Grebe_0081_36578.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0081_36578.jpg,test,0,39.0,110.0,307.0,160.0
3033,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0075_36435.jpg,053.Western_Grebe/Western_Grebe_0075_36435.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0075_36435.jpg,train,1,141.0,74.0,249.0,133.0
3034,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0090_36182.jpg,053.Western_Grebe/Western_Grebe_0090_36182.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0090_36182.jpg,test,0,148.0,82.0,205.0,110.0
3035,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0032_36439.jpg,053.Western_Grebe/Western_Grebe_0032_36439.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0032_36439.jpg,train,1,113.0,105.0,255.0,156.0
3036,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0014_36185.jpg,053.Western_Grebe/Western_Grebe_0014_36185.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0014_36185.jpg,train,1,98.0,78.0,312.0,173.0
3037,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0044_36188.jpg,053.Western_Grebe/Western_Grebe_0044_36188.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0044_36188.jpg,test,0,36.0,102.0,386.0,204.0
3038,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0093_36193.jpg,053.Western_Grebe/Western_Grebe_0093_36193.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0093_36193.jpg,train,1,203.0,72.0,248.0,140.0
3039,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0091_36194.jpg,053.Western_Grebe/Western_Grebe_0091_36194.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0091_36194.jpg,test,0,139.0,97.0,299.0,176.0
3040,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0028_36196.jpg,053.Western_Grebe/Western_Grebe_0028_36196.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0028_36196.jpg,train,1,113.0,64.0,302.0,144.0
3041,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0047_36203.jpg,053.Western_Grebe/Western_Grebe_0047_36203.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0047_36203.jpg,train,1,122.0,90.0,221.0,108.0
3042,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0037_36469.jpg,053.Western_Grebe/Western_Grebe_0037_36469.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0037_36469.jpg,train,1,108.0,137.0,339.0,178.0
3043,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0056_36216.jpg,053.Western_Grebe/Western_Grebe_0056_36216.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0056_36216.jpg,train,1,94.0,103.0,322.0,142.0
3044,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0017_36218.jpg,053.Western_Grebe/Western_Grebe_0017_36218.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0017_36218.jpg,train,1,227.0,108.0,203.0,124.0
3045,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0009_36477.jpg,053.Western_Grebe/Western_Grebe_0009_36477.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0009_36477.jpg,test,0,98.0,56.0,347.0,213.0
3046,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0086_36478.jpg,053.Western_Grebe/Western_Grebe_0086_36478.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0086_36478.jpg,train,1,100.0,9.0,322.0,137.0
3047,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0085_36224.jpg,053.Western_Grebe/Western_Grebe_0085_36224.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0085_36224.jpg,train,1,211.0,62.0,215.0,213.0
3048,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0001_36481.jpg,053.Western_Grebe/Western_Grebe_0001_36481.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0001_36481.jpg,train,1,31.0,86.0,379.0,143.0
3049,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0069_36486.jpg,053.Western_Grebe/Western_Grebe_0069_36486.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0069_36486.jpg,train,1,109.0,125.0,231.0,153.0
3050,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0083_36033.jpg,053.Western_Grebe/Western_Grebe_0083_36033.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0083_36033.jpg,test,0,90.0,114.0,371.0,174.0
3051,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0020_36241.jpg,053.Western_Grebe/Western_Grebe_0020_36241.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0020_36241.jpg,test,0,103.0,111.0,163.0,111.0
3052,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0050_36163.jpg,053.Western_Grebe/Western_Grebe_0050_36163.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0050_36163.jpg,train,1,26.0,44.0,312.0,271.0
3053,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0051_36249.jpg,053.Western_Grebe/Western_Grebe_0051_36249.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0051_36249.jpg,test,0,86.0,85.0,360.0,125.0
3054,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0025_36251.jpg,053.Western_Grebe/Western_Grebe_0025_36251.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0025_36251.jpg,train,1,32.0,73.0,305.0,273.0
3055,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0106_36509.jpg,053.Western_Grebe/Western_Grebe_0106_36509.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0106_36509.jpg,test,0,164.0,95.0,182.0,124.0
3056,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0043_36183.jpg,053.Western_Grebe/Western_Grebe_0043_36183.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0043_36183.jpg,test,0,36.0,52.0,241.0,149.0
3057,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0103_36515.jpg,053.Western_Grebe/Western_Grebe_0103_36515.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0103_36515.jpg,test,0,112.0,47.0,337.0,276.0
3058,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0002_36518.jpg,053.Western_Grebe/Western_Grebe_0002_36518.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0002_36518.jpg,test,0,57.0,119.0,328.0,146.0
3059,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0036_36521.jpg,053.Western_Grebe/Western_Grebe_0036_36521.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0036_36521.jpg,test,0,114.0,114.0,201.0,123.0
3060,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0011_36522.jpg,053.Western_Grebe/Western_Grebe_0011_36522.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0011_36522.jpg,test,0,57.0,166.0,182.0,114.0
3061,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0071_36536.jpg,053.Western_Grebe/Western_Grebe_0071_36536.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0071_36536.jpg,test,0,91.0,67.0,322.0,210.0
3062,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0021_36282.jpg,053.Western_Grebe/Western_Grebe_0021_36282.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0021_36282.jpg,test,0,33.0,94.0,343.0,195.0
3063,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0105_36542.jpg,053.Western_Grebe/Western_Grebe_0105_36542.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0105_36542.jpg,test,0,65.0,68.0,421.0,179.0
3064,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0042_36035.jpg,053.Western_Grebe/Western_Grebe_0042_36035.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0042_36035.jpg,test,0,135.0,113.0,253.0,106.0
3065,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0080_36310.jpg,053.Western_Grebe/Western_Grebe_0080_36310.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0080_36310.jpg,train,1,78.0,117.0,269.0,127.0
3066,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0087_36570.jpg,053.Western_Grebe/Western_Grebe_0087_36570.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0087_36570.jpg,test,0,60.0,31.0,323.0,196.0
3067,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0049_36219.jpg,053.Western_Grebe/Western_Grebe_0049_36219.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0049_36219.jpg,test,0,80.0,45.0,285.0,166.0
3068,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0007_36074.jpg,053.Western_Grebe/Western_Grebe_0007_36074.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0007_36074.jpg,train,1,28.0,35.0,434.0,265.0
3069,53,053.Western_Grebe,053.Western_Grebe,Western_Grebe_0061_36181.jpg,053.Western_Grebe/Western_Grebe_0061_36181.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0061_36181.jpg,train,1,29.0,33.0,332.0,209.0
3070,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0066_36632.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0066_36632.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0066_36632.jpg,train,1,52.0,93.0,317.0,315.0
3071,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0061_36633.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0061_36633.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0061_36633.jpg,test,0,182.0,105.0,168.0,249.0
3072,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0078_36655.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0078_36655.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0078_36655.jpg,test,0,177.0,46.0,172.0,290.0
3073,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0073_37148.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0073_37148.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0073_37148.jpg,train,1,70.0,138.0,149.0,111.0
3074,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0074_37155.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0074_37155.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0074_37155.jpg,test,0,217.0,103.0,144.0,162.0
3075,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0042_36742.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0042_36742.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0042_36742.jpg,test,0,148.0,69.0,270.0,227.0
3076,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0025_36646.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,test,0,85.0,110.0,153.0,279.0
3077,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0079_36656.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0079_36656.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0079_36656.jpg,train,1,141.0,62.0,174.0,334.0
3078,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0109_36914.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0109_36914.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0109_36914.jpg,test,0,193.0,105.0,264.0,237.0
3079,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0031_37173.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0031_37173.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0031_37173.jpg,train,1,146.0,237.0,156.0,143.0
3080,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0041_37174.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0041_37174.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0041_37174.jpg,test,0,90.0,121.0,232.0,178.0
3081,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0049_37180.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0049_37180.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0049_37180.jpg,test,0,68.0,95.0,269.0,203.0
3082,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0103_36673.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0103_36673.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0103_36673.jpg,train,1,56.0,100.0,391.0,278.0
3083,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0112_36679.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0112_36679.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0112_36679.jpg,test,0,100.0,104.0,186.0,216.0
3084,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0024_36680.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0024_36680.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0024_36680.jpg,test,0,96.0,102.0,265.0,236.0
3085,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0029_37197.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0029_37197.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0029_37197.jpg,train,1,133.0,52.0,237.0,208.0
3086,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0043_37200.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0043_37200.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0043_37200.jpg,train,1,79.0,108.0,265.0,150.0
3087,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0071_36948.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0071_36948.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0071_36948.jpg,test,0,123.0,111.0,142.0,311.0
3088,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0053_36709.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0053_36709.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0053_36709.jpg,train,1,33.0,233.0,173.0,183.0
3089,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0107_36696.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0107_36696.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0107_36696.jpg,train,1,35.0,36.0,321.0,264.0
3090,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0075_36963.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0075_36963.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0075_36963.jpg,test,0,196.0,108.0,156.0,152.0
3091,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0014_36708.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0014_36708.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0014_36708.jpg,test,0,89.0,66.0,340.0,272.0
3092,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0067_36965.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0067_36965.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0067_36965.jpg,train,1,158.0,102.0,139.0,180.0
3093,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0020_36967.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0020_36967.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0020_36967.jpg,train,1,23.0,73.0,396.0,183.0
3094,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0092_36711.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0092_36711.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0092_36711.jpg,train,1,194.0,116.0,213.0,126.0
3095,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0101_36719.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0101_36719.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0101_36719.jpg,train,1,126.0,139.0,185.0,181.0
3096,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0033_36980.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0033_36980.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0033_36980.jpg,train,1,42.0,45.0,212.0,263.0
3097,54,054.Blue_Grosbeak,054.Blue_Grosbeak,Blue_Grosbeak_0104_36984.jpg,054.Blue_Grosbeak/Blue_Grosbeak_0104_36984.jpg,/home/mark/Escritorio/upv/proyectos/Proyecto-IA/Parte-2_Analisis_Exploratorio_Datos/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0104_36984.jpg,test,0,98.0,61.0,355.0,220.0
